ID</li></ul>,ADDITIONAL_DESCRIPTION</li></ul>
5118476</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:5.0394 in</li><li>B' - Inner Ring Width:5.0394 in</li><li>Bearing Weight:142.00 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:714000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):495000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1105</li><li>D - Outer Diameter:15.7480 in</li><li>Da - Outer Ring Backing Diameter:14.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):930</li><li>Reference Thermal Speed Rating (Oil):1100</li><li>Superseded Part:23148KYMBW33</li><li>UPC Code:087796291164</li><li>Y0 - ISO Factor:2.28</li><li>Y1 - ISO Factor:3.4</li><li>Y2 - ISO Factor:2.23</li><li>d - Bore:9.4488 in</li><li>da - Inner Ring Backing Diameter:10.900 in</li><li>e - ISO Factor:0.3</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118549</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.1732 in</li><li>B' - Inner Ring Width:4.1732 in</li><li>Bearing Weight:61.20 lb</li><li>C0 - Static Radial Rating:318000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):276000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0819</li><li>D - Outer Diameter:10.2359 in</li><li>Da - Outer Ring Backing Diameter:8.900 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):1400</li><li>Reference Thermal Speed Rating (Oil):1500</li><li>Superseded Part:23324YMW800C4</li><li>UPC Code:087796238923</li><li>Y0 - ISO Factor:1.57</li><li>Y1 - ISO Factor:2.34</li><li>Y2 - ISO Factor:1.54</li><li>d - Bore:4.7244 in</li><li>da - Inner Ring Backing Diameter:5.800 in</li><li>e - ISO Factor:0.43</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5118550</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.7244 in</li><li>B' - Inner Ring Width:4.7244 in</li><li>Bearing Weight:103.60 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:586000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):436000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.0968</li><li>D - Outer Diameter:13.3858 in</li><li>Da - Outer Ring Backing Diameter:12.200 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):990</li><li>Reference Thermal Speed Rating (Oil):1100</li><li>Superseded Part:23238KYMBW33W40IC4</li><li>UPC Code:087796232303</li><li>Y0 - ISO Factor:2.1</li><li>Y1 - ISO Factor:3.12</li><li>Y2 - ISO Factor:2.05</li><li>d - Bore:7.4803 in</li><li>da - Inner Ring Backing Diameter:8.900 in</li><li>e - ISO Factor:0.32</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118551</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.7795 in</li><li>B' - Inner Ring Width:3.7795 in</li><li>Bearing Weight:60.70 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:449000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):317000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0987</li><li>D - Outer Diameter:11.8110 in</li><li>Da - Outer Ring Backing Diameter:10.800 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):1300</li><li>Reference Thermal Speed Rating (Oil):1500</li><li>Superseded Part:23136KYMW33C2</li><li>UPC Code:087796239562</li><li>Y0 - ISO Factor:2.32</li><li>Y1 - ISO Factor:3.45</li><li>Y2 - ISO Factor:2.27</li><li>d - Bore:7.0866 in</li><li>da - Inner Ring Backing Diameter:8.200 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5118557</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:5.6693 in</li><li>B' - Inner Ring Width:5.6693 in</li><li>Bearing Weight:174.70 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:754000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):559000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1051</li><li>D - Outer Diameter:15.7480 in</li><li>Da - Outer Ring Backing Diameter:14.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):830</li><li>Reference Thermal Speed Rating (Oil):920</li><li>Superseded Part:23244KYMBW40IW534C4</li><li>UPC Code:087796178083</li><li>Y0 - ISO Factor:1.95</li><li>Y1 - ISO Factor:2.9</li><li>Y2 - ISO Factor:1.9</li><li>d - Bore:8.6614 in</li><li>da - Inner Ring Backing Diameter:10.100 in</li><li>e - ISO Factor:0.35</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118628</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.3858 in</li><li>B' - Inner Ring Width:3.3858 in</li><li>Bearing Weight:49.100 lb</li><li>C0 - Static Radial Rating:272000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):244000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0834</li><li>D - Outer Diameter:10.2359 in</li><li>Da - Outer Ring Backing Diameter:9.200 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):1900</li><li>Reference Thermal Speed Rating (Oil):2200</li><li>Superseded Part:22324YMW33W800C3</li><li>UPC Code:087796138148</li><li>Y0 - ISO Factor:2.11</li><li>Y1 - ISO Factor:3.15</li><li>Y2 - ISO Factor:2.07</li><li>d - Bore:4.7244 in</li><li>da - Inner Ring Backing Diameter:6.200 in</li><li>e - ISO Factor:0.32</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5118629</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:6.2990 in</li><li>B' - Inner Ring Width:6.299 in</li><li>Bearing Weight:283.10 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:1150000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):757000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1267</li><li>D - Outer Diameter:19.6850 in</li><li>Da - Outer Ring Backing Diameter:17.800 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.160 in</li><li>Reference Thermal Speed Rating (Grease):680</li><li>Reference Thermal Speed Rating (Oil):760</li><li>Superseded Part:23160KYMBW40IW534C4</li><li>UPC Code:087796161221</li><li>Y0 - ISO Factor:2.25</li><li>Y1 - ISO Factor:3.35</li><li>Y2 - ISO Factor:2.2</li><li>d - Bore:11.8110 in</li><li>da - Inner Ring Backing Diameter:13.500 in</li><li>e - ISO Factor:0.3</li><li>r - Outer Ring ""To Clear"" Radius:0.160 in</li></ul>"
5118630</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:5.7480 in</li><li>B' - Inner Ring Width:5.748 in</li><li>Bearing Weight:213.00 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:937000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):626000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1206</li><li>D - Outer Diameter:18.1100 in</li><li>Da - Outer Ring Backing Diameter:16.500 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.160 in</li><li>Reference Thermal Speed Rating (Grease):770</li><li>Reference Thermal Speed Rating (Oil):870</li><li>Superseded Part:23156KYMBW507C08C7</li><li>UPC Code:087796033269</li><li>Y0 - ISO Factor:2.26</li><li>Y1 - ISO Factor:3.36</li><li>Y2 - ISO Factor:2.21</li><li>d - Bore:11.0240 in</li><li>da - Inner Ring Backing Diameter:12.500 in</li><li>e - ISO Factor:0.3</li><li>r - Outer Ring ""To Clear"" Radius:0.160 in</li></ul>"
5118631</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:5.7480 in</li><li>B' - Inner Ring Width:5.748 in</li><li>Bearing Weight:213.00 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:937000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):626000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1206</li><li>D - Outer Diameter:18.1100 in</li><li>Da - Outer Ring Backing Diameter:16.500 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.160 in</li><li>Reference Thermal Speed Rating (Grease):770</li><li>Reference Thermal Speed Rating (Oil):870</li><li>Superseded Part:23156KYMBW507C08</li><li>UPC Code:087796177123</li><li>Y0 - ISO Factor:2.26</li><li>Y1 - ISO Factor:3.36</li><li>Y2 - ISO Factor:2.21</li><li>d - Bore:11.0240 in</li><li>da - Inner Ring Backing Diameter:12.500 in</li><li>e - ISO Factor:0.3</li><li>r - Outer Ring ""To Clear"" Radius:0.160 in</li></ul>"
5118392</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.2520 in</li><li>B' - Inner Ring Width:4.252 in</li><li>Bearing Weight:130.70 lb</li><li>C0 - Static Radial Rating:520000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):415000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1057</li><li>D - Outer Diameter:15.7480 in</li><li>Da - Outer Ring Backing Diameter:14.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1300</li><li>Reference Thermal Speed Rating (Oil):1500</li><li>Superseded Part:22244YMBW33</li><li>UPC Code:087796287167</li><li>Y0 - ISO Factor:2.51</li><li>Y1 - ISO Factor:3.73</li><li>Y2 - ISO Factor:2.45</li><li>d - Bore:8.6614 in</li><li>da - Inner Ring Backing Diameter:10.300 in</li><li>e - ISO Factor:0.27</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118393</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.2520 in</li><li>B' - Inner Ring Width:4.252 in</li><li>Bearing Weight:130.70 lb</li><li>C0 - Static Radial Rating:520000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):415000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1057</li><li>D - Outer Diameter:15.7480 in</li><li>Da - Outer Ring Backing Diameter:14.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1300</li><li>Reference Thermal Speed Rating (Oil):1500</li><li>Superseded Part:22244YMBW33C3</li><li>UPC Code:087796287235</li><li>Y0 - ISO Factor:2.51</li><li>Y1 - ISO Factor:3.73</li><li>Y2 - ISO Factor:2.45</li><li>d - Bore:8.6614 in</li><li>da - Inner Ring Backing Diameter:10.300 in</li><li>e - ISO Factor:0.27</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118394</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.7244 in</li><li>B' - Inner Ring Width:4.7244 in</li><li>Bearing Weight:131.800 lb</li><li>C0 - Static Radial Rating:530000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):450000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0955</li><li>D - Outer Diameter:14.1732 in</li><li>Da - Outer Ring Backing Diameter:12.800 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1200</li><li>Reference Thermal Speed Rating (Oil):1400</li><li>Superseded Part:22334CJW33</li><li>UPC Code:087796314511</li><li>Y0 - ISO Factor:2.11</li><li>Y1 - ISO Factor:3.15</li><li>Y2 - ISO Factor:2.07</li><li>d - Bore:6.6929 in</li><li>da - Inner Ring Backing Diameter:8.600 in</li><li>e - ISO Factor:0.32</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118395</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.7244 in</li><li>B' - Inner Ring Width:4.7244 in</li><li>Bearing Weight:131.800 lb</li><li>C0 - Static Radial Rating:530000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):450000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0955</li><li>D - Outer Diameter:14.1732 in</li><li>Da - Outer Ring Backing Diameter:12.800 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1200</li><li>Reference Thermal Speed Rating (Oil):1400</li><li>Superseded Part:22334CJW33C3</li><li>UPC Code:087796357327</li><li>Y0 - ISO Factor:2.11</li><li>Y1 - ISO Factor:3.15</li><li>Y2 - ISO Factor:2.07</li><li>d - Bore:6.6929 in</li><li>da - Inner Ring Backing Diameter:8.600 in</li><li>e - ISO Factor:0.32</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118477</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.1496 in</li><li>B' - Inner Ring Width:3.1496 in</li><li>Bearing Weight:39.20 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:236000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):213000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0792</li><li>D - Outer Diameter:9.4485 in</li><li>Da - Outer Ring Backing Diameter:8.500 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):2200</li><li>Reference Thermal Speed Rating (Oil):2500</li><li>Superseded Part:22322KYMW33W800C4</li><li>UPC Code:087796261051</li><li>Y0 - ISO Factor:2.08</li><li>Y1 - ISO Factor:3.1</li><li>Y2 - ISO Factor:2.04</li><li>d - Bore:4.3307 in</li><li>da - Inner Ring Backing Diameter:5.700 in</li><li>e - ISO Factor:0.32</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5118478</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.6457 in</li><li>B' - Inner Ring Width:4.6457 in</li><li>Bearing Weight:92.00 lb</li><li>C0 - Static Radial Rating:652000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):403000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1059</li><li>D - Outer Diameter:14.1732 in</li><li>Da - Outer Ring Backing Diameter:13.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):940</li><li>Reference Thermal Speed Rating (Oil):1100</li><li>Superseded Part:24048YMBW33W25AC3</li><li>UPC Code:087796199576</li><li>Y0 - ISO Factor:2.31</li><li>Y1 - ISO Factor:3.44</li><li>Y2 - ISO Factor:2.26</li><li>d - Bore:9.4488 in</li><li>da - Inner Ring Backing Diameter:10.400 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5118479</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.6457 in</li><li>B' - Inner Ring Width:4.6457 in</li><li>Bearing Weight:92.00 lb</li><li>C0 - Static Radial Rating:652000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):403000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1059</li><li>D - Outer Diameter:14.1732 in</li><li>Da - Outer Ring Backing Diameter:13.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):940</li><li>Reference Thermal Speed Rating (Oil):1100</li><li>Superseded Part:24048YMBW33W25A</li><li>UPC Code:087796191600</li><li>Y0 - ISO Factor:2.31</li><li>Y1 - ISO Factor:3.44</li><li>Y2 - ISO Factor:2.26</li><li>d - Bore:9.4488 in</li><li>da - Inner Ring Backing Diameter:10.400 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5118480</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.0157 in</li><li>B' - Inner Ring Width:4.0157 in</li><li>Bearing Weight:75.33 lb</li><li>C0 - Static Radial Rating:375000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):326000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0914</li><li>D - Outer Diameter:11.8107 in</li><li>Da - Outer Ring Backing Diameter:10.600 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1600</li><li>Reference Thermal Speed Rating (Oil):1800</li><li>Superseded Part:22328YMW22W46C4</li><li>UPC Code:087796027459</li><li>Y0 - ISO Factor:2.06</li><li>Y1 - ISO Factor:3.06</li><li>Y2 - ISO Factor:2.01</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:7.100 in</li><li>e - ISO Factor:0.33</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118559</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.2913 in</li><li>B' - Inner Ring Width:4.2913 in</li><li>Bearing Weight:67.00 lb</li><li>Bore Taper:1/30</li><li>C0 - Static Radial Rating:552000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):351000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0956</li><li>D - Outer Diameter:12.2047 in</li><li>Da - Outer Ring Backing Diameter:11.200 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1300</li><li>Superseded Part:24040KCJW507C08C4</li><li>UPC Code:087796314436</li><li>Y0 - ISO Factor:2.16</li><li>Y1 - ISO Factor:3.22</li><li>Y2 - ISO Factor:2.12</li><li>d - Bore:7.8740 in</li><li>da - Inner Ring Backing Diameter:8.800 in</li><li>e - ISO Factor:0.31</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5118560</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.6220 in</li><li>B' - Inner Ring Width:3.622 in</li><li>Bearing Weight:72.000 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:480000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):315000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.1059</li><li>D - Outer Diameter:14.1732 in</li><li>Da - Outer Ring Backing Diameter:13.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):1300</li><li>Reference Thermal Speed Rating (Oil):1500</li><li>Superseded Part:23048KYMW33</li><li>UPC Code:087796315662</li><li>Y0 - ISO Factor:2.91</li><li>Y1 - ISO Factor:4.34</li><li>Y2 - ISO Factor:2.85</li><li>d - Bore:9.4488 in</li><li>da - Inner Ring Backing Diameter:10.500 in</li><li>e - ISO Factor:0.23</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5118565</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.4094 in</li><li>B' - Inner Ring Width:4.4094 in</li><li>Bearing Weight:74.400 lb</li><li>C0 - Static Radial Rating:359000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):302000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.086</li><li>D - Outer Diameter:11.0236 in</li><li>Da - Outer Ring Backing Diameter:9.600 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1200</li><li>Reference Thermal Speed Rating (Oil):1400</li><li>Superseded Part:23326YMW33W49C4</li><li>UPC Code:087796153271</li><li>Y0 - ISO Factor:1.62</li><li>Y1 - ISO Factor:2.42</li><li>Y2 - ISO Factor:1.59</li><li>d - Bore:5.1181 in</li><li>da - Inner Ring Backing Diameter:6.500 in</li><li>e - ISO Factor:0.42</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118566</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:1.8110 in</li><li>B' - Inner Ring Width:1.811 in</li><li>Bearing Weight:11.00 lb</li><li>C0 - Static Radial Rating:113000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):97700 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.0694</li><li>D - Outer Diameter:7.0866 in</li><li>Da - Outer Ring Backing Diameter:6.400 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):3100</li><li>Reference Thermal Speed Rating (Oil):3800</li><li>Superseded Part:22220CJW33W97AC4</li><li>UPC Code:087796314412</li><li>Y0 - ISO Factor:2.85</li><li>Y1 - ISO Factor:4.24</li><li>Y2 - ISO Factor:2.78</li><li>d - Bore:3.9370 in</li><li>da - Inner Ring Backing Diameter:4.700 in</li><li>e - ISO Factor:0.24</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5118632</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:5.7480 in</li><li>B' - Inner Ring Width:5.748 in</li><li>Bearing Weight:213.00 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:937000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):626000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1206</li><li>D - Outer Diameter:18.1100 in</li><li>Da - Outer Ring Backing Diameter:16.500 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.160 in</li><li>Reference Thermal Speed Rating (Grease):770</li><li>Reference Thermal Speed Rating (Oil):870</li><li>Superseded Part:23156KYMBW507C08C3</li><li>UPC Code:087796176355</li><li>Y0 - ISO Factor:2.26</li><li>Y1 - ISO Factor:3.36</li><li>Y2 - ISO Factor:2.21</li><li>d - Bore:11.0240 in</li><li>da - Inner Ring Backing Diameter:12.500 in</li><li>e - ISO Factor:0.3</li><li>r - Outer Ring ""To Clear"" Radius:0.160 in</li></ul>"
5118633</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:5.7480 in</li><li>B' - Inner Ring Width:5.748 in</li><li>Bearing Weight:213.00 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:937000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):626000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1206</li><li>D - Outer Diameter:18.1100 in</li><li>Da - Outer Ring Backing Diameter:16.500 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.160 in</li><li>Reference Thermal Speed Rating (Grease):770</li><li>Reference Thermal Speed Rating (Oil):870</li><li>Superseded Part:23156KYMBW507C08C2</li><li>UPC Code:087796177604</li><li>Y0 - ISO Factor:2.26</li><li>Y1 - ISO Factor:3.36</li><li>Y2 - ISO Factor:2.21</li><li>d - Bore:11.0240 in</li><li>da - Inner Ring Backing Diameter:12.500 in</li><li>e - ISO Factor:0.3</li><li>r - Outer Ring ""To Clear"" Radius:0.160 in</li></ul>"
