ID</li></ul>,ADDITIONAL_DESCRIPTION</li></ul>
5118622</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:5.0394 in</li><li>B' - Inner Ring Width:5.0394 in</li><li>Bearing Weight:142.00 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:714000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):495000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1105</li><li>D - Outer Diameter:15.7480 in</li><li>Da - Outer Ring Backing Diameter:14.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):930</li><li>Reference Thermal Speed Rating (Oil):1100</li><li>Superseded Part:23148KYMBW40IW534C3</li><li>UPC Code:087796315730</li><li>Y0 - ISO Factor:2.28</li><li>Y1 - ISO Factor:3.4</li><li>Y2 - ISO Factor:2.23</li><li>d - Bore:9.4488 in</li><li>da - Inner Ring Backing Diameter:10.900 in</li><li>e - ISO Factor:0.3</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118623</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.0157 in</li><li>B' - Inner Ring Width:4.0157 in</li><li>Bearing Weight:75.33 lb</li><li>C0 - Static Radial Rating:375000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):326000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0914</li><li>D - Outer Diameter:11.8110 in</li><li>Da - Outer Ring Backing Diameter:10.600 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1600</li><li>Reference Thermal Speed Rating (Oil):1800</li><li>Superseded Part:22328YMW33C2</li><li>UPC Code:087796223547</li><li>Y0 - ISO Factor:2.06</li><li>Y1 - ISO Factor:3.06</li><li>Y2 - ISO Factor:2.01</li><li>d - Bore:5.5118 in</li><li>da - Inner Ring Backing Diameter:7.100 in</li><li>e - ISO Factor:0.33</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118380</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.3858 in</li><li>B' - Inner Ring Width:3.3858 in</li><li>Bearing Weight:44.400 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:354000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):261000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0918</li><li>D - Outer Diameter:10.6299 in</li><li>Da - Outer Ring Backing Diameter:9.800 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1500</li><li>Reference Thermal Speed Rating (Oil):1700</li><li>Superseded Part:23132KYMW33C4</li><li>UPC Code:087796230767</li><li>Y0 - ISO Factor:2.33</li><li>Y1 - ISO Factor:3.46</li><li>Y2 - ISO Factor:2.27</li><li>d - Bore:6.2992 in</li><li>da - Inner Ring Backing Diameter:7.300 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5118381</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.3858 in</li><li>B' - Inner Ring Width:3.3858 in</li><li>Bearing Weight:44.400 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:354000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):261000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0918</li><li>D - Outer Diameter:10.6299 in</li><li>Da - Outer Ring Backing Diameter:9.800 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1500</li><li>Reference Thermal Speed Rating (Oil):1700</li><li>Superseded Part:23132KYMW33C3</li><li>UPC Code:087796175617</li><li>Y0 - ISO Factor:2.33</li><li>Y1 - ISO Factor:3.46</li><li>Y2 - ISO Factor:2.27</li><li>d - Bore:6.2992 in</li><li>da - Inner Ring Backing Diameter:7.300 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5118383</li></ul>,<p>specifications</p><ul><li>C0r - Static Load Rating:61.2 kN</li><li>Clearance:C0 (Normal)</li><li>Cr - Dynamic Load Rating:69.2 kN</li><li>Features:One Shield</li><li>Grease Reference Speed:4700 rpm</li><li>Oil Reference Speed:6700 rpm</li></ul>
5118384</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:9.5670 in</li><li>B' - Inner Ring Width:9.567 in</li><li>Bearing Weight:640.20 lb</li><li>Bore Taper:1/30</li><li>C0 - Static Radial Rating:2260000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):1250000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:YMB</li><li>Cg - Geometry Factor:0.0901</li><li>D - Outer Diameter:24.4090 in</li><li>Da - Outer Ring Backing Diameter:22.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.160 in</li><li>Reference Thermal Speed Rating (Grease):300</li><li>Reference Thermal Speed Rating (Oil):320</li><li>UPC Code:087796141971</li><li>Y0 - ISO Factor:1.87</li><li>Y1 - ISO Factor:2.79</li><li>Y2 - ISO Factor:1.83</li><li>d - Bore:14.9610 in</li><li>da - Inner Ring Backing Diameter:16.800 in</li><li>e - ISO Factor:0.36</li><li>r - Outer Ring ""To Clear"" Radius:0.160 in</li></ul>"
5118385</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:5.6693 in</li><li>B' - Inner Ring Width:5.6693 in</li><li>Bearing Weight:174.70 lb</li><li>C0 - Static Radial Rating:754000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):559000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.1051</li><li>D - Outer Diameter:15.7480 in</li><li>Da - Outer Ring Backing Diameter:14.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):830</li><li>Reference Thermal Speed Rating (Oil):920</li><li>Superseded Part:23244CJW33W45A</li><li>UPC Code:087796314580</li><li>Y0 - ISO Factor:1.95</li><li>Y1 - ISO Factor:2.9</li><li>Y2 - ISO Factor:1.9</li><li>d - Bore:8.6614 in</li><li>da - Inner Ring Backing Diameter:10.100 in</li><li>e - ISO Factor:0.35</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118465</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.2835 in</li><li>B' - Inner Ring Width:2.2835 in</li><li>Bearing Weight:19.800 lb</li><li>C0 - Static Radial Rating:174000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):145000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0778</li><li>D - Outer Diameter:8.4646 in</li><li>Da - Outer Ring Backing Diameter:7.700 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):2600</li><li>Reference Thermal Speed Rating (Oil):3200</li><li>Superseded Part:22224YMW33</li><li>UPC Code:087796287211</li><li>Y0 - ISO Factor:2.7</li><li>Y1 - ISO Factor:4.02</li><li>Y2 - ISO Factor:2.64</li><li>d - Bore:4.7244 in</li><li>da - Inner Ring Backing Diameter:5.600 in</li><li>e - ISO Factor:0.25</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5118466</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:2.2835 in</li><li>B' - Inner Ring Width:2.2835 in</li><li>Bearing Weight:19.800 lb</li><li>C0 - Static Radial Rating:174000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):145000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0778</li><li>D - Outer Diameter:8.4646 in</li><li>Da - Outer Ring Backing Diameter:7.700 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):2600</li><li>Reference Thermal Speed Rating (Oil):3200</li><li>Superseded Part:22224YMW33C3</li><li>UPC Code:087796220461</li><li>Y0 - ISO Factor:2.7</li><li>Y1 - ISO Factor:4.02</li><li>Y2 - ISO Factor:2.64</li><li>d - Bore:4.7244 in</li><li>da - Inner Ring Backing Diameter:5.600 in</li><li>e - ISO Factor:0.25</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5118467</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.8583 in</li><li>B' - Inner Ring Width:3.8583 in</li><li>Bearing Weight:93.76 lb</li><li>C0 - Static Radial Rating:452000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):356000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.0992</li><li>D - Outer Diameter:14.1732 in</li><li>Da - Outer Ring Backing Diameter:12.700 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1500</li><li>Reference Thermal Speed Rating (Oil):1700</li><li>Superseded Part:22240YMBW507C08</li><li>UPC Code:087796025974</li><li>Y0 - ISO Factor:2.5</li><li>Y1 - ISO Factor:3.72</li><li>Y2 - ISO Factor:2.44</li><li>d - Bore:7.8740 in</li><li>da - Inner Ring Backing Diameter:9.300 in</li><li>e - ISO Factor:0.27</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118468</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.8583 in</li><li>B' - Inner Ring Width:3.8583 in</li><li>Bearing Weight:93.76 lb</li><li>C0 - Static Radial Rating:452000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):356000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.0992</li><li>D - Outer Diameter:14.1732 in</li><li>Da - Outer Ring Backing Diameter:12.700 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1500</li><li>Reference Thermal Speed Rating (Oil):1700</li><li>Superseded Part:22240YMBW507C08C3</li><li>UPC Code:087796312111</li><li>Y0 - ISO Factor:2.5</li><li>Y1 - ISO Factor:3.72</li><li>Y2 - ISO Factor:2.44</li><li>d - Bore:7.8740 in</li><li>da - Inner Ring Backing Diameter:9.300 in</li><li>e - ISO Factor:0.27</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118545</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.2913 in</li><li>B' - Inner Ring Width:4.2913 in</li><li>Bearing Weight:66.000 lb</li><li>C0 - Static Radial Rating:552000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):351000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0956</li><li>D - Outer Diameter:12.2047 in</li><li>Da - Outer Ring Backing Diameter:11.200 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1300</li><li>Superseded Part:24040YMW33C3</li><li>UPC Code:087796290358</li><li>Y0 - ISO Factor:2.16</li><li>Y1 - ISO Factor:3.22</li><li>Y2 - ISO Factor:2.12</li><li>d - Bore:7.8740 in</li><li>da - Inner Ring Backing Diameter:8.800 in</li><li>e - ISO Factor:0.31</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5118546</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.2913 in</li><li>B' - Inner Ring Width:4.2913 in</li><li>Bearing Weight:66.000 lb</li><li>C0 - Static Radial Rating:552000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):351000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0956</li><li>D - Outer Diameter:12.2047 in</li><li>Da - Outer Ring Backing Diameter:11.200 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1300</li><li>Superseded Part:24040YMW33</li><li>UPC Code:087796290341</li><li>Y0 - ISO Factor:2.16</li><li>Y1 - ISO Factor:3.22</li><li>Y2 - ISO Factor:2.12</li><li>d - Bore:7.8740 in</li><li>da - Inner Ring Backing Diameter:8.800 in</li><li>e - ISO Factor:0.31</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5118547</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.2913 in</li><li>B' - Inner Ring Width:4.2913 in</li><li>Bearing Weight:66.000 lb</li><li>C0 - Static Radial Rating:552000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):351000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0956</li><li>D - Outer Diameter:12.2047 in</li><li>Da - Outer Ring Backing Diameter:11.200 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.080 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1300</li><li>Superseded Part:24040YMW33C4</li><li>UPC Code:087796301863</li><li>Y0 - ISO Factor:2.16</li><li>Y1 - ISO Factor:3.22</li><li>Y2 - ISO Factor:2.12</li><li>d - Bore:7.8740 in</li><li>da - Inner Ring Backing Diameter:8.800 in</li><li>e - ISO Factor:0.31</li><li>r - Outer Ring ""To Clear"" Radius:0.080 in</li></ul>"
5118548</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.6457 in</li><li>B' - Inner Ring Width:4.6457 in</li><li>Bearing Weight:92.00 lb</li><li>Bore Taper:1/30</li><li>C0 - Static Radial Rating:652000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):403000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1059</li><li>D - Outer Diameter:14.1732 in</li><li>Da - Outer Ring Backing Diameter:13.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):940</li><li>Reference Thermal Speed Rating (Oil):1100</li><li>Superseded Part:24048KYMBW33C3</li><li>UPC Code:087796188433</li><li>Y0 - ISO Factor:2.31</li><li>Y1 - ISO Factor:3.44</li><li>Y2 - ISO Factor:2.26</li><li>d - Bore:9.4488 in</li><li>da - Inner Ring Backing Diameter:10.400 in</li><li>e - ISO Factor:0.29</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5118624</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.2520 in</li><li>B' - Inner Ring Width:4.252 in</li><li>Bearing Weight:94.60 lb</li><li>C0 - Static Radial Rating:424000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):365000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.0884</li><li>D - Outer Diameter:12.5981 in</li><li>Da - Outer Ring Backing Diameter:11.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1500</li><li>Reference Thermal Speed Rating (Oil):1600</li><li>Superseded Part:22330YMBW33W800</li><li>UPC Code:087796314504</li><li>Y0 - ISO Factor:2.08</li><li>Y1 - ISO Factor:3.09</li><li>Y2 - ISO Factor:2.03</li><li>d - Bore:5.9055 in</li><li>da - Inner Ring Backing Diameter:7.600 in</li><li>e - ISO Factor:0.33</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118625</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:5.9055 in</li><li>B' - Inner Ring Width:5.9055 in</li><li>Bearing Weight:144.000 lb</li><li>Bore Taper:1/30</li><li>C0 - Static Radial Rating:725000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):505000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1027</li><li>D - Outer Diameter:14.5669 in</li><li>Da - Outer Ring Backing Diameter:13.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):720</li><li>Reference Thermal Speed Rating (Oil):780</li><li>Superseded Part:24144KYMBW33</li><li>UPC Code:087796315815</li><li>Y0 - ISO Factor:1.86</li><li>Y1 - ISO Factor:2.77</li><li>Y2 - ISO Factor:1.82</li><li>d - Bore:8.6614 in</li><li>da - Inner Ring Backing Diameter:9.800 in</li><li>e - ISO Factor:0.36</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118626</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:5.9055 in</li><li>B' - Inner Ring Width:5.9055 in</li><li>Bearing Weight:144.000 lb</li><li>Bore Taper:1/30</li><li>C0 - Static Radial Rating:725000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):505000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1027</li><li>D - Outer Diameter:14.5669 in</li><li>Da - Outer Ring Backing Diameter:13.300 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):720</li><li>Reference Thermal Speed Rating (Oil):780</li><li>Superseded Part:24144KYMBW33C2</li><li>UPC Code:087796315822</li><li>Y0 - ISO Factor:1.86</li><li>Y1 - ISO Factor:2.77</li><li>Y2 - ISO Factor:1.82</li><li>d - Bore:8.6614 in</li><li>da - Inner Ring Backing Diameter:9.800 in</li><li>e - ISO Factor:0.36</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118627</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.3858 in</li><li>B' - Inner Ring Width:3.3858 in</li><li>Bearing Weight:49.100 lb</li><li>C0 - Static Radial Rating:272000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):244000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0834</li><li>D - Outer Diameter:10.2362 in</li><li>Da - Outer Ring Backing Diameter:9.200 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.100 in</li><li>Reference Thermal Speed Rating (Grease):1900</li><li>Reference Thermal Speed Rating (Oil):2200</li><li>Superseded Part:22324YMW33C4</li><li>UPC Code:087796301696</li><li>Y0 - ISO Factor:2.11</li><li>Y1 - ISO Factor:3.15</li><li>Y2 - ISO Factor:2.07</li><li>d - Bore:4.7244 in</li><li>da - Inner Ring Backing Diameter:6.200 in</li><li>e - ISO Factor:0.32</li><li>r - Outer Ring ""To Clear"" Radius:0.100 in</li></ul>"
5118386</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:5.6693 in</li><li>B' - Inner Ring Width:5.6693 in</li><li>Bearing Weight:174.70 lb</li><li>C0 - Static Radial Rating:754000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):559000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.1051</li><li>D - Outer Diameter:15.7480 in</li><li>Da - Outer Ring Backing Diameter:14.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):830</li><li>Reference Thermal Speed Rating (Oil):920</li><li>Superseded Part:23244CJW33W45AC3</li><li>UPC Code:087796357143</li><li>Y0 - ISO Factor:1.95</li><li>Y1 - ISO Factor:2.9</li><li>Y2 - ISO Factor:1.9</li><li>d - Bore:8.6614 in</li><li>da - Inner Ring Backing Diameter:10.100 in</li><li>e - ISO Factor:0.35</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118389</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.3858 in</li><li>B' - Inner Ring Width:3.3858 in</li><li>Bearing Weight:62.700 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:359000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):290000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0901</li><li>D - Outer Diameter:12.2047 in</li><li>Da - Outer Ring Backing Diameter:11.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1700</li><li>Reference Thermal Speed Rating (Oil):2000</li><li>Superseded Part:22234KYMW33</li><li>UPC Code:087796245136</li><li>Y0 - ISO Factor:2.61</li><li>Y1 - ISO Factor:3.89</li><li>Y2 - ISO Factor:2.55</li><li>d - Bore:6.6929 in</li><li>da - Inner Ring Backing Diameter:8.000 in</li><li>e - ISO Factor:0.26</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118390</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:3.3858 in</li><li>B' - Inner Ring Width:3.3858 in</li><li>Bearing Weight:62.700 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:359000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):290000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EM</li><li>Cg - Geometry Factor:0.0901</li><li>D - Outer Diameter:12.2047 in</li><li>Da - Outer Ring Backing Diameter:11.100 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1700</li><li>Reference Thermal Speed Rating (Oil):2000</li><li>Superseded Part:22234KYMW33C3</li><li>UPC Code:087796223585</li><li>Y0 - ISO Factor:2.61</li><li>Y1 - ISO Factor:3.89</li><li>Y2 - ISO Factor:2.55</li><li>d - Bore:6.6929 in</li><li>da - Inner Ring Backing Diameter:8.000 in</li><li>e - ISO Factor:0.26</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118391</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.7244 in</li><li>B' - Inner Ring Width:4.7244 in</li><li>Bearing Weight:116.20 lb</li><li>C0 - Static Radial Rating:616000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):436000 lbf</li><li>Cage Material:Steel</li><li>Cage Type:EJ</li><li>Cg - Geometry Factor:0.1033</li><li>D - Outer Diameter:14.5669 in</li><li>Da - Outer Ring Backing Diameter:13.200 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1000</li><li>Reference Thermal Speed Rating (Oil):1200</li><li>Superseded Part:23144CJW33C3</li><li>UPC Code:087796357532</li><li>Y0 - ISO Factor:2.17</li><li>Y1 - ISO Factor:3.24</li><li>Y2 - ISO Factor:2.12</li><li>d - Bore:8.6614 in</li><li>da - Inner Ring Backing Diameter:9.900 in</li><li>e - ISO Factor:0.31</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118473</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.0945 in</li><li>B' - Inner Ring Width:4.0945 in</li><li>Bearing Weight:104.70 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:617000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):409000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1126</li><li>D - Outer Diameter:15.7480 in</li><li>Da - Outer Ring Backing Diameter:14.500 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1300</li><li>Superseded Part:23052KYMBW507C08C3</li><li>UPC Code:087796187788</li><li>Y0 - ISO Factor:2.85</li><li>Y1 - ISO Factor:4.24</li><li>Y2 - ISO Factor:2.78</li><li>d - Bore:10.2362 in</li><li>da - Inner Ring Backing Diameter:11.500 in</li><li>e - ISO Factor:0.24</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118474</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.0945 in</li><li>B' - Inner Ring Width:4.0945 in</li><li>Bearing Weight:104.70 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:617000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):409000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1126</li><li>D - Outer Diameter:15.7480 in</li><li>Da - Outer Ring Backing Diameter:14.500 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1300</li><li>Superseded Part:23052KYMBW507C08</li><li>UPC Code:087796187771</li><li>Y0 - ISO Factor:2.85</li><li>Y1 - ISO Factor:4.24</li><li>Y2 - ISO Factor:2.78</li><li>d - Bore:10.2362 in</li><li>da - Inner Ring Backing Diameter:11.500 in</li><li>e - ISO Factor:0.24</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
5118475</li></ul>,"<p>specifications</p><ul><li>B - Outer Ring Width:4.0945 in</li><li>B' - Inner Ring Width:4.0945 in</li><li>Bearing Weight:104.70 lb</li><li>Bore Taper:1/12</li><li>C0 - Static Radial Rating:617000 lbf</li><li>C1(2) - Dynamic Radial Rating (Two-Rows):409000 lbf</li><li>Cage Material:BRASS</li><li>Cage Type:EMB</li><li>Cg - Geometry Factor:0.1126</li><li>D - Outer Diameter:15.7480 in</li><li>Da - Outer Ring Backing Diameter:14.500 in</li><li>Design Unit:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.120 in</li><li>Reference Thermal Speed Rating (Grease):1100</li><li>Reference Thermal Speed Rating (Oil):1300</li><li>Superseded Part:23052KYMBW507C08C4</li><li>UPC Code:087796028418</li><li>Y0 - ISO Factor:2.85</li><li>Y1 - ISO Factor:4.24</li><li>Y2 - ISO Factor:2.78</li><li>d - Bore:10.2362 in</li><li>da - Inner Ring Backing Diameter:11.500 in</li><li>e - ISO Factor:0.24</li><li>r - Outer Ring ""To Clear"" Radius:0.120 in</li></ul>"
