ID,ATTRIBUTES
485654,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485655,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485656,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485657,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485658,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485659,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485660,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485661,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485663,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485664,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485665,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485666,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485667,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485668,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485669,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485670,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485671,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485672,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485673,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485674,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485675,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485676,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485677,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485678,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485679,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485680,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485681,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485682,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485683,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485684,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485685,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485686,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485687,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485688,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485689,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
